,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
63,63,7852,CXCR4,-,1729,84,5.636e-67,28533307,(p=1.00e-03),,26851944,(p=1.10e-03),,27287071,(p=1.50e-03),,23443279,(p=1.50e-03),,12519884,(p=1.60e-03),,21567400,(p=1.60e-03),,26073897,(p=1.70e-03),,24200972,(p=1.70e-03),,25211166,(p=1.70e-03),,25899003,(p=1.80e-03),
64,64,2263,FGFR2,-,528,53,1.569e-66,24993163,(p=1.06e-04),,24122810,(p=3.01e-04),,27007053,(p=5.01e-04),,23493349,(p=7.02e-04),,23060048,(p=8.01e-04),,26853422,(p=9.01e-04),,17699848,(p=9.01e-04),,25512530,(p=1.00e-03),,25981814,(p=1.00e-03),,24850843,(p=1.00e-03),
65,65,25,ABL1,-,740,59,5.25e-66,21892207,(p=1.00e-03),,22140458,(p=1.20e-03),,22447844,(p=1.30e-03),,20482842,(p=1.30e-03),,27856601,(p=1.70e-03),,22462553,(p=1.70e-03),,17888034,(p=1.90e-03),,23117882,(p=3.10e-03),,27144331,(p=3.10e-03),,26721204,(p=3.30e-03),
66,66,6794,STK11,-,378,46,5.696e-64,28652249,(p=3.03e-04),,23526220,(p=9.02e-04),,24146957,(p=1.20e-03),,25751324,(p=1.20e-03),,26477306,(p=1.30e-03),,20881644,(p=1.30e-03),,24828662,(p=1.40e-03),,25695224,(p=1.70e-03),,19165201,(p=1.70e-03),,24468202,(p=1.90e-03),
67,67,5037,PEBP1,-,212,39,6.965e-64,15327891,(p=9.02e-04),,26116914,(p=1.00e-03),,17911631,(p=1.10e-03),,20533335,(p=1.20e-03),,17030190,(p=1.30e-03),,25597356,(p=1.60e-03),,23075684,(p=1.70e-03),,19342899,(p=1.70e-03),,24048798,(p=1.70e-03),,22463874,(p=1.70e-03),
68,68,5743,PTGS2,-,2041,85,1.427e-62,28231855,(p=3.01e-04),,17616668,(p=8.02e-04),,21813027,(p=9.00e-04),,22696230,(p=1.00e-03),,18097584,(p=1.30e-03),,18381949,(p=1.50e-03),,16278387,(p=1.70e-03),,14557269,(p=1.80e-03),,19638428,(p=1.90e-03),,23645839,(p=2.80e-03),
69,69,2305,FOXM1,-,363,44,8.043e-62,26279295,(p=7.03e-04),,23531216,(p=7.03e-04),,28482906,(p=9.01e-04),,23857410,(p=1.30e-03),,26640950,(p=1.30e-03),,25213081,(p=1.40e-03),,27185371,(p=1.40e-03),,26918606,(p=1.90e-03),,25391371,(p=2.90e-03),,27439614,(p=3.00e-03),
70,70,8795,TNFRSF10B,-,324,42,5.719e-61,27176505,(p=1.00e-03),,19637313,(p=1.00e-03),,15757891,(p=1.70e-03),,22948392,(p=1.70e-03),,23053497,(p=1.70e-03),,28459212,(p=1.90e-03),,19593445,(p=2.20e-03),,21519792,(p=2.40e-03),,21538027,(p=2.80e-03),,17070520,(p=3.80e-03),
71,71,5605,MAP2K2,-,195,36,4.672e-60,22805292,(p=9.61e-05),,24011934,(p=2.01e-04),,18390968,(p=2.01e-04),,19500021,(p=3.02e-04),,22805291,(p=3.03e-04),,21447798,(p=4.00e-04),,22833572,(p=1.00e-03),,27956260,(p=1.38e-03),,18060073,(p=1.70e-03),,19816936,(p=1.90e-03),
72,72,598,BCL2L1,-,648,51,1.987e-59,23475955,(p=2.01e-04),,17927446,(p=2.02e-04),,24523919,(p=1.30e-03),,25590803,(p=1.30e-03),,21863213,(p=1.40e-03),,23243017,(p=1.70e-03),,28459212,(p=1.90e-03),,23680104,(p=1.90e-03),,16052512,(p=2.20e-03),,23171055,(p=2.70e-03),
