,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
38,38,5595,MAPK3,-,1306,219,1.683e-208,27293079,(p=3.01e-04),,22848708,(p=3.04e-04),,18787043,(p=3.07e-04),,16813525,(p=6.00e-04),,17526808,(p=6.02e-04),,20203690,(p=6.02e-04),,20009539,(p=6.05e-04),,24040019,(p=6.05e-04),,20038816,(p=6.05e-04),,21444628,(p=8.04e-04),
39,39,367,AR,-,2103,266,3.52e-204,27499010,(p=1.10e-04),,21242980,(p=1.11e-04),,19805354,(p=2.05e-04),,14612401,(p=2.07e-04),,11994312,(p=3.00e-04),,18413735,(p=3.04e-04),,28468774,(p=3.07e-04),,18787043,(p=3.07e-04),,16860317,(p=3.08e-04),,22456197,(p=4.00e-04),
40,40,5290,PIK3CA,-,1251,210,2.585e-203,27507059,(p=1.03e-04),,23624506,(p=2.04e-04),,24249715,(p=3.09e-04),,29021135,(p=4.00e-04),,22351695,(p=4.00e-04),,22936809,(p=4.02e-04),,22905202,(p=6.01e-04),,25501831,(p=6.01e-04),,23832540,(p=6.02e-04),,21440011,(p=6.03e-04),
41,41,2305,FOXM1,-,363,134,7.015e-203,25391371,(p=1.10e-04),,26918606,(p=3.04e-04),,21860419,(p=3.05e-04),,26316295,(p=3.06e-04),,23531216,(p=3.07e-04),,28482906,(p=3.09e-04),,20351091,(p=4.01e-04),,27542221,(p=4.01e-04),,20068070,(p=6.01e-04),,23775078,(p=6.03e-04),
42,42,5599,MAPK8,-,927,183,1.333e-199,16611996,(p=2.08e-04),,18681908,(p=2.10e-04),,27401020,(p=3.09e-04),,21504622,(p=4.00e-04),,15857981,(p=5.00e-04),,21931671,(p=5.00e-04),,18594007,(p=6.02e-04),,17699782,(p=6.03e-04),,25496033,(p=6.04e-04),,18316600,(p=6.04e-04),
43,43,1432,MAPK14,-,1249,203,2.492e-196,21911040,(p=1.06e-04),,17929017,(p=2.03e-04),,21858220,(p=3.01e-04),,28443465,(p=3.03e-04),,27401020,(p=3.09e-04),,15857981,(p=5.00e-04),,18541673,(p=5.00e-04),,22073300,(p=5.00e-04),,19885551,(p=6.03e-04),,19633425,(p=6.05e-04),
44,44,4851,NOTCH1,-,1098,190,1.462e-193,27176495,(p=1.08e-04),,22968660,(p=2.00e-04),,26625202,(p=2.02e-04),,18570928,(p=3.01e-04),,21679465,(p=3.04e-04),,26165233,(p=3.06e-04),,18593923,(p=3.08e-04),,25849484,(p=3.08e-04),,25213258,(p=4.03e-04),,23289374,(p=4.03e-04),
45,45,4193,MDM2,-,1687,228,1.855e-193,25312347,(p=3.01e-04),,25567130,(p=3.04e-04),,25605253,(p=3.05e-04),,27736841,(p=3.08e-04),,26720344,(p=3.09e-04),,26228206,(p=3.09e-04),,25122426,(p=5.00e-04),,27550999,(p=6.00e-04),,12138177,(p=6.01e-04),,19085961,(p=6.01e-04),
46,46,23028,KDM1A,-,264,114,1.472e-189,23354309,(p=8.40e-05),,18197256,(p=1.06e-04),,16914725,(p=1.11e-04),,27212032,(p=2.00e-04),,20856864,(p=2.06e-04),,27470390,(p=3.06e-04),,24190971,(p=3.07e-04),,26970896,(p=3.09e-04),,24252778,(p=3.09e-04),,27349498,(p=4.00e-04),
47,47,1017,CDK2,-,717,158,3.881e-189,15557281,(p=1.02e-04),,11132966,(p=1.03e-04),,17970072,(p=2.06e-04),,24935000,(p=2.08e-04),,12684681,(p=2.09e-04),,26555773,(p=3.04e-04),,19960406,(p=3.10e-04),,24444383,(p=3.10e-04),,10918595,(p=6.01e-04),,16205633,(p=6.01e-04),
48,48,4780,NFE2L2,-,1034,180,1.565e-187,22308472,(p=2.06e-04),,20623181,(p=2.07e-04),,26721202,(p=3.00e-04),,21320471,(p=3.02e-04),,21926171,(p=3.06e-04),,21842204,(p=3.10e-04),,23108405,(p=4.00e-04),,27015836,(p=5.00e-04),,22684020,(p=6.02e-04),,27259240,(p=6.03e-04),
49,49,7040,TGFB1,-,3801,330,3.301e-185,19553350,(p=1.05e-04),,17920062,(p=2.08e-04),,24503536,(p=2.08e-04),,19766114,(p=2.09e-04),,22958403,(p=3.02e-04),,19700647,(p=3.02e-04),,21757750,(p=3.03e-04),,25885043,(p=3.04e-04),,28271209,(p=4.00e-04),,22841502,(p=5.01e-04),
50,50,2932,GSK3B,-,1118,180,1.798e-181,12778079,(p=3.09e-04),,22771494,(p=3.10e-04),,21254166,(p=4.00e-04),,22534782,(p=6.01e-04),,22286758,(p=6.03e-04),,27523474,(p=6.05e-04),,27092879,(p=7.00e-04),,24303084,(p=7.00e-04),,19584164,(p=8.01e-04),,26236947,(p=8.01e-04),
51,51,8850,KAT2B,-,345,115,5.173e-175,19961954,(p=1.02e-04),,15647279,(p=1.04e-04),,20935208,(p=1.11e-04),,22713239,(p=2.04e-04),,22335196,(p=2.09e-04),,16543236,(p=3.00e-04),,11994312,(p=3.00e-04),,15454570,(p=3.01e-04),,28053092,(p=3.01e-04),,16537920,(p=3.03e-04),
52,52,331,XIAP,-,499,128,7.74e-173,27607580,(p=2.09e-04),,23900601,(p=3.03e-04),,22776562,(p=3.07e-04),,20515940,(p=4.02e-04),,17339366,(p=5.00e-04),,18049476,(p=6.00e-04),,25501831,(p=6.01e-04),,27221209,(p=6.01e-04),,19758744,(p=6.02e-04),,12855663,(p=6.02e-04),
53,53,836,CASP3,-,1069,164,1.151e-167,21724551,(p=2.02e-04),,24607276,(p=2.06e-04),,26762417,(p=2.09e-04),,24810717,(p=3.09e-04),,25435190,(p=4.01e-04),,22482362,(p=4.02e-04),,20045442,(p=6.00e-04),,27084536,(p=6.03e-04),,20038816,(p=6.05e-04),,22147199,(p=7.00e-04),
54,54,3725,JUN,-,1102,166,1.138e-167,15994313,(p=1.10e-04),,24707477,(p=2.06e-04),,16611996,(p=2.08e-04),,24606718,(p=4.01e-04),,20590529,(p=4.01e-04),,20482821,(p=4.02e-04),,28701355,(p=6.02e-04),,20203690,(p=6.02e-04),,26260845,(p=6.05e-04),,10777532,(p=6.05e-04),
55,55,5743,PTGS2,-,2041,217,1.679e-167,15994313,(p=1.10e-04),,15713675,(p=2.02e-04),,22335196,(p=2.09e-04),,19487460,(p=3.06e-04),,25199460,(p=4.00e-04),,21857970,(p=4.02e-04),,27450326,(p=6.01e-04),,28157665,(p=6.02e-04),,26707712,(p=6.03e-04),,17395887,(p=6.05e-04),
56,56,8795,TNFRSF10B,-,324,108,4.757e-167,22266862,(p=9.16e-05),,26024393,(p=2.03e-04),,22948392,(p=3.02e-04),,24895135,(p=3.04e-04),,27612013,(p=3.06e-04),,20875141,(p=4.01e-04),,12805378,(p=6.01e-04),,21801305,(p=6.04e-04),,19939880,(p=6.06e-04),,17070520,(p=7.00e-04),
57,57,10018,BCL2L11,-,424,114,1.083e-161,16476732,(p=8.93e-05),,22131152,(p=1.04e-04),,23382048,(p=1.05e-04),,27986747,(p=2.03e-04),,19308286,(p=2.06e-04),,17927446,(p=3.02e-04),,25208888,(p=3.02e-04),,20086250,(p=3.05e-04),,26707131,(p=5.01e-04),,23500081,(p=6.01e-04),
58,58,1019,CDK4,-,482,118,1.834e-160,18949380,(p=1.01e-04),,11132966,(p=1.03e-04),,21871133,(p=2.06e-04),,23880157,(p=2.07e-04),,12684681,(p=2.09e-04),,27986745,(p=3.06e-04),,28349562,(p=3.09e-04),,17015477,(p=3.09e-04),,19960406,(p=3.10e-04),,24444383,(p=3.10e-04),
59,59,1387,CREBBP,-,764,137,9.357e-159,20072153,(p=8.54e-05),,16528103,(p=1.08e-04),,15619633,(p=1.09e-04),,15994313,(p=1.10e-04),,20935208,(p=1.11e-04),,27633918,(p=2.05e-04),,27903646,(p=2.10e-04),,16543236,(p=3.00e-04),,25893291,(p=3.02e-04),,21967847,(p=3.03e-04),
