,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
67,67,10018,BCL2L11,-,424,27,9.968e-35,26287412,(p=3.02e-04),,24737648,(p=3.04e-04),,26001141,(p=3.05e-04),,26639561,(p=9.07e-04),,25057939,(p=1.00e-03),,17927446,(p=1.10e-03),,23382048,(p=1.60e-03),,24736070,(p=2.10e-03),,26325082,(p=2.40e-03),,26917778,(p=2.50e-03),
68,68,2264,FGFR4,-,201,21,3.318e-33,28069043,(p=1.50e-03),,18310279,(p=3.10e-03),,23944363,(p=3.30e-03),,15564323,(p=3.40e-03),,27857023,(p=4.10e-03),,22648271,(p=4.10e-03),,23344261,(p=4.10e-03),,22573348,(p=4.80e-03),,24503538,(p=4.90e-03),,19240166,(p=5.20e-03),
69,69,25,ABL1,-,740,31,4.567e-33,22140458,(p=1.70e-03),,27856601,(p=1.70e-03),,20234815,(p=2.30e-03),,24863063,(p=2.50e-03),,21892207,(p=2.60e-03),,21156844,(p=3.60e-03),,17888034,(p=3.80e-03),,22447844,(p=3.90e-03),,20482842,(p=4.10e-03),,19643477,(p=4.10e-03),
70,70,2261,FGFR3,-,443,26,7.399e-33,21521775,(p=1.60e-03),,23902722,(p=2.30e-03),,23019225,(p=2.50e-03),,23786770,(p=2.50e-03),,21577207,(p=2.50e-03),,27932416,(p=2.50e-03),,22730329,(p=2.90e-03),,27520487,(p=4.10e-03),,27267856,(p=4.20e-03),,25535896,(p=4.90e-03),
71,71,2309,FOXO3,-,513,27,1.477e-32,22971992,(p=1.10e-03),,27091996,(p=1.60e-03),,18312651,(p=1.70e-03),,25791921,(p=2.60e-03),,21092744,(p=2.90e-03),,24448243,(p=2.90e-03),,21209944,(p=3.60e-03),,20169663,(p=3.90e-03),,26310353,(p=4.90e-03),,19276163,(p=4.90e-03),
72,72,6098,ROS1,-,119,18,2.491e-32,27328934,(p=9.02e-04),,26973202,(p=9.03e-04),,25351743,(p=9.05e-04),,23400546,(p=1.50e-03),,24349229,(p=2.50e-03),,22617245,(p=3.30e-03),,27912827,(p=4.10e-03),,23788756,(p=4.10e-03),,22215748,(p=4.20e-03),,25978031,(p=4.60e-03),
73,73,1026,CDKN1A,-,1511,40,3.288e-32,12599217,(p=1.00e-03),,28757172,(p=3.10e-03),,26940882,(p=3.80e-03),,18559599,(p=3.90e-03),,20702488,(p=4.10e-03),,12963997,(p=4.30e-03),,12123335,(p=5.10e-03),,17300726,(p=5.30e-03),,25349305,(p=5.40e-03),,21616632,(p=5.40e-03),
74,74,2932,GSK3B,-,1118,35,6.509e-32,22286758,(p=1.30e-03),,18689794,(p=2.50e-03),,23729362,(p=2.90e-03),,27780915,(p=2.90e-03),,19584164,(p=3.10e-03),,22534782,(p=3.10e-03),,27432879,(p=3.90e-03),,24239461,(p=4.10e-03),,20368287,(p=4.10e-03),,19188159,(p=4.30e-03),
75,75,4609,MYC,-,1745,42,1.061e-31,25884680,(p=3.03e-04),,25748238,(p=1.10e-03),,18722373,(p=1.50e-03),,27226604,(p=1.80e-03),,26917778,(p=2.50e-03),,25537515,(p=2.50e-03),,27472392,(p=3.20e-03),,25402633,(p=3.40e-03),,27259267,(p=3.40e-03),,28073841,(p=3.50e-03),
76,76,5604,MAP2K1,-,386,24,1.494e-31,24011934,(p=9.02e-04),,22773810,(p=1.00e-03),,25722381,(p=1.10e-03),,22805292,(p=1.30e-03),,22805291,(p=2.30e-03),,24419498,(p=2.80e-03),,19816936,(p=4.10e-03),,19014680,(p=5.10e-03),,27956260,(p=5.10e-03),,26358373,(p=5.10e-03),
