,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
38,38,7422,VEGFA,-,4154,66,5.347e-26,19047116,(p=6.01e-04),,27727447,(p=6.04e-04),,20631636,(p=6.06e-04),,18516298,(p=6.06e-04),,19755511,(p=7.01e-04),,27177865,(p=7.02e-04),,27362808,(p=7.03e-04),,25889301,(p=8.00e-04),,22951014,(p=9.01e-04),,27090655,(p=1.00e-03),
39,39,5347,PLK1,-,605,27,6.02e-26,23144294,(p=4.01e-04),,22309939,(p=6.08e-04),,23792639,(p=1.50e-03),,23661607,(p=1.80e-03),,22188812,(p=1.80e-03),,25826089,(p=1.80e-03),,27409838,(p=2.80e-03),,27647547,(p=3.10e-03),,21399492,(p=3.30e-03),,28652654,(p=3.90e-03),
40,40,8795,TNFRSF10B,-,324,22,6.459e-26,17922852,(p=6.02e-04),,23053497,(p=7.00e-04),,28424227,(p=1.80e-03),,27387452,(p=3.20e-03),,25724522,(p=4.30e-03),,28108622,(p=4.70e-03),,19424623,(p=4.70e-03),,24895135,(p=6.00e-03),,27176505,(p=6.20e-03),,21152876,(p=6.50e-03),
41,41,1027,CDKN1B,-,929,31,2.742e-25,25524798,(p=4.02e-04),,18644126,(p=1.00e-03),,17148774,(p=1.60e-03),,23133524,(p=2.50e-03),,21062737,(p=2.50e-03),,25490861,(p=3.50e-03),,26940882,(p=4.40e-03),,27694903,(p=4.50e-03),,27282281,(p=4.50e-03),,25310086,(p=4.70e-03),
42,42,238,ALK,-,529,25,5.01e-25,24288180,(p=3.02e-04),,26973324,(p=1.30e-03),,19667264,(p=1.80e-03),,24419060,(p=2.50e-03),,27986745,(p=3.10e-03),,27637025,(p=3.20e-03),,25966792,(p=3.30e-03),,26966027,(p=3.50e-03),,23639470,(p=4.60e-03),,27756333,(p=4.70e-03),
43,43,1111,CHEK1,-,455,23,4.816e-24,24098799,(p=4.01e-04),,25884494,(p=7.02e-04),,27815358,(p=1.20e-03),,22203733,(p=2.30e-03),,15688426,(p=3.30e-03),,24113549,(p=4.40e-03),,26657501,(p=4.70e-03),,24810059,(p=4.70e-03),,26061604,(p=5.90e-03),,21179472,(p=5.90e-03),
44,44,4609,MYC,-,1745,39,5.074e-24,28817737,(p=3.02e-04),,25748238,(p=1.60e-03),,25411027,(p=2.30e-03),,26178413,(p=2.50e-03),,21575199,(p=2.90e-03),,27903272,(p=3.00e-03),,19524285,(p=3.20e-03),,27184134,(p=4.30e-03),,28076844,(p=4.40e-03),,19134217,(p=4.40e-03),
45,45,7515,XRCC1,-,1113,31,3.981e-23,17410042,(p=9.89e-05),,19786980,(p=6.03e-04),,20734048,(p=7.00e-04),,17409981,(p=7.01e-04),,19157633,(p=1.30e-03),,17925548,(p=1.80e-03),,19332728,(p=2.30e-03),,22982660,(p=2.50e-03),,25476899,(p=2.60e-03),,24525731,(p=3.00e-03),
46,46,2065,ERBB3,-,443,22,4.862e-23,20726858,(p=2.02e-04),,24667376,(p=1.60e-03),,24044505,(p=2.90e-03),,27793840,(p=3.00e-03),,18985033,(p=3.20e-03),,26034219,(p=3.20e-03),,28507002,(p=3.30e-03),,18270579,(p=4.90e-03),,15504738,(p=5.20e-03),,18698037,(p=5.80e-03),
47,47,4288,MKI67,-,668,25,1.151e-22,23096218,(p=7.01e-04),,27590858,(p=9.00e-04),,22126395,(p=1.70e-03),,26633571,(p=3.20e-03),,26472563,(p=3.30e-03),,23818347,(p=3.50e-03),,21366896,(p=3.50e-03),,15931389,(p=4.70e-03),,25400769,(p=4.70e-03),,23812670,(p=5.80e-03),
